"id","domanda","categoria"
1902,"Per chi conosce il paese Martina Franca (Taranto)?",3
1712,"paese più adatto per vacanza in puglia con dei bambini piccoli?",4
1713,"SOLUZIONE IN PUGLIA A FINE AGOSTO. Bel mare e con possibilità di spostarsi.?",4
1715,"5 giorni in Puglia... Cosa visitare? 10 punti al migliore?",4
1716,"A settembre partiremo per un Puglia Tour in camper; avete dei consigli sulle località da visitare? ",4
1719,"cosa mi consigliate da vedere o visitare in puglia?",4
1720,"AIUTO!!! una meta storico-artistica di carattere romano in puglia?",4
1724,"puglia vacanze?",4
1725,"Vacanze in puglia......?",4
1726,"Gita in barca lungo la Puglia, da S Maria di Leuca fino alle tremiti : cosa vedere?",4
1728,"Com è Gravina di Puglia?",4
1729,"puglia: gargano o salento?",4
1730,"I posti più belli della Puglia?",4
1731,"Tour in Puglia con gruppo in autobus?",4
1732,"Avete un villaggio da consigliarmi in Puglia..?",4
1734,"Posti belli della Puglia?",4
1735,"Organizzare un viaggio per la Puglia?",4
1736,"viaggio toscana-puglia?",4
1737,"devo fare un viaggio in puglia?",4
1738,"vacanza in puglia,luoghi da visitare?",4
1912,"karaoke il venerdì a Martina Franca?",3
1740,"cosa ne pensate della Puglia??entrate?",4
1913,"Gli abitanti di martina franca dove vanno al mare?",3
1914,"Per gli abitanti di Martina Franca: ?",3
1915,"Pullman martina franca-gioia del colle!urgenteeeee?",3
1916,"Per chi conosce il paese Martina Franca (Taranto)?",3
1745,"Chi sa dirmi le chiese o le cattedrali romaniche che si trovano in puglia?",4
1746,"quali sn le cattedrali romaniche in italia?",4
1747,"Quali chiese/cattedrali scegliere?",4
1748,"cosa visitare in puglia in gita di 4 giorni??",4
1749,"estate in puglia: consigli?",4
1750,"Posti da visitare in puglia...?",4
1752,"tour della puglia ??",4
1906,"Esiste una scuola di doppiaggio a taranto?",1
2050,"Come si dice nel vostro dialetto ""qua"" e ""là""?",3
2053,"mi scrivete frase del vostro dialetto?",3
2054,"Ragazzi nel vostro dialetto come si dicono queste frasi?",3
2055,"Come si dice nel vostro dialetto ""ANDATO""?",3
2058,"come è la puglia????????????",3
2059,"Mi sapete dire cosa significa AFAFEGNETO?",3
2060,"questione sui dialetti.....................?",3
1921,"urgente cerco bus bari - martina franca?",3
1757,"Villa comunale In via colli aminei a Napoli?????",4
1762,"In che via di Qualiano, a Napoli, si trova la villa comunale?",4
1767,"notizie su chieti è urgente risp?",4
1926,"chi di voi è mai stato a martina franca?",3
1927,"Scuola a Martina Franca (Ta)...",3
1774,"Villa comunale Casoria?",4
1775,"dove si trova la villa comunale a napoli?",4
1929,"qualcuno conosce Martina Franca?",3
1777,"qualcuno sa dove si trova la villa comunale di pianura (o parco dei pompieri), perfavore?",4
1931,"Chi di voi è di Martina Franca?",3
1781,"Afragola (NA) villa comunale?",4
1758,"Quanto costa sposarsi alla villa comunale di Frosinone?",3
1759,"Giudizio sulla Villa Comunale di Vietri sul Mare...?",3
1760,"come arrivare alla villa comunale di san severino in autobus?",3
1763,"domanda per chi è di napoli, la villa comunale domani pomeriggio è chiusa?",3
1771,"qualcuno sa dove posso trovare una sbarra per trazioni in un luogo pubblico  a napoli?",3
1772,"a che ora chiude VILLA TORLONIA ?",3
1773,"Posso stare con una tenda da campeggio nella villa comunale a napoli?",3
1779,"Chi mi sa dire quanti metri dista la Fontana del Gigante fino alla Villa Comunale...?",3
1934,"solo per gli utenti di martina franca e dintorni....?",3
1935,"Dove passare il Capodanno tra Martina Franca e Cisternino?",3
1939,"cosa ne pensate di martina franca?",3
1940,"informazioni su martina franca e taranto?",3
1941,"Dove andare a Martina Franca?",3
1942,"cosa ne pensate di martina franca?",3
1945,"ciao a tutti,mi sapete dire quali paesi bisogna attraversare da martina franca a bari?",3
1947,"Martina Franca è prima o dopo Palo?",3
1948,"orari treni martina franca - lecce?",3
1949,"come si vive a Martina franca ?",3
1950,"Chi di voi è pugliese? Ed in particolare quanti di voi?",3
2141,"Bistecche di capocollo..?",3
2142,"come si stagiona un capocollo o coppa?",3
2143,"ammorbidire un capocollo?",3
1782,"Qualcuno sa dirmi in quali ville storiche di Napoli sono presenti anche delle fontane????",3
1656,"5 giorni in Puglia... Cosa visitare?",4
1661,"cosa vedere in puglia?",4
1664,"Per chi è stato o abita in Puglia?",3
1704,"ricerca basiliche romaniche.  ",4
1705,"domanda su Ostuni (puglia) !!?",3
1721,"Per chi è stato o abita in Puglia?",3
1722,"Si può fare il bagno a maggio in Puglia?",3
1733,"mi consigli dei residence in Puglia?",1
1953,"mi sapete dire quali sono i negozi ke vendono borse etro a martina franca e a bari?",1
1954,"scuole di danza a martina franca?",1
2063,"quale sono i diversi tipi di dialetti in Italia?",3
2064,"Mi dite questa frase nel vostro dialetto?",3
2065,"Ma il salentino a quale dialetto è più vicino?",3
2067,"ragazzi nella vostra famiglia si parla ancora il dialetto e quale?",3
2068,"SALENTINI CHE PARLANO IL DIALETTO?",3
2069,"estate in puglia: consigli?",3
2071,"Si sente da dove provenite o non avete incrinazioni vocali dovute al dialetto?",3
2073,"esclamazioni nei vari dialetti e slang?",3
2075,"Come è la puglia  ????????????????????????",3
2076,"chi è il dialetto piu cozzo??",3
2077,"Qualche canzone che parla della puglia?",3
2078,"cosa ne pensate della puglia?",3
2079,"Qual è il dialetto più bello e quale quello più brutto?",3
2080,"Perchè in Puglia molti comuni e paesini finiscono con il suffisso ""ano""?",3
2081,"Parlate e dialetti di tutta Italia...?",3
2084,"Come si dice nel dialetto pugliese?",3
2085,"il dialetto pugliese,è da considerarsi una variante del dialetto napoletano?",3
2087,"Dialetto in Piemonte?",3
2089,"Dialetto bergamasco? Aiutatemi!?",3
2090,"che dialetto è la parola cozza riferita ad una ragazza poco carina?di che regione è?",3
2091,"cosa ne pensate della puglia?",3
2092,"Il dialetto abruzzese e quello napoletano - sono simili?",3
2093,"S.O.S. dialetto popolare. Voi lo parlate?",3
2094,"dialetti???",3
2095,"Dialetti italiani?",3
2096,"ragazzi vi e mai capitato di sentire nella vostra citta giovani che parlano in dialetto?",3
2097,"Ti piace parlare il dialetto del tuo posto....che dialetto parli?",3
2098,"Rap in dialetto { pareri, critiche,considerazioni }?",3
2066,"come si dice nel vostro dialetto?",3
2121,"Conoscete delle espressioni nei dialetti della Puglia?",3
2122,"OPINIONI PER DIALETTI?",3
2123,"Quanti dialetti ci sono in Italia?",3
2124,"Quanti dialetti ci sono nella Puglia?",3
2125,"come si dice sardo in dialetto pugliese??",3
2110,"In Puglia cosa visitereste? Quale dialetto pugliese vi piace di più?",4
2126,"Regolamenti Pro-loco ed associazioni turistiche?",3
707,"devo tagliare i capelli c'è un parrucchiere da uomo?",2
2116,"ma il dialetto di polignano a mare è simile a quello di canosa di puglia?",3
2127,"Suggerimenti per attività Pro Loco?",4
2134,"libro sulle tecniche di giardinaggio?",3
2138,"ho bisogno di un consiglio!!?",3
2140,"Consigli per una prima reflex!?",3
251,"Qualcuno mi consiglia cosa fare?",3
704,"fumetterie a bari...?",1
261,"Buonasera, qualcuno mi consiglia un b&b a Bari?",3
258,"viaggio a BARI??? qualcuno mi può dire?",4
862,"consiglio su una mountain bike???????????",3
865,"Informazioni manutenzione mountain bike?",3
873,"Ciao qualcuno può aiutarmi magari...?",3
875,"Consiglio Mountain bike?",3
876,"Spin Bike Consiglio?!?",3
878,"domanda sulle bici!! Chi può rispondermi?",3
1044,"insegnanti di danza ho bisogno di un consiglio?",3
1049,"Come mi devo comportare? Ho bisogno di un consiglio estraneo.?",3
2148,"quali sono tutti i tipi di salumi?",3
2150,"prodotti tipici pugliesi?",3
1183,"Mi serve un consiglio.... se siete napoletani ancora meglio??",3
2157,"dove trovare una ginecologa brava?",2
2159,"Sapete dove posso trovare un ginecologo?",2
2153,"è possibile parlare con un ginecologo?",2
2162,"Dove posso trovare un ginecologa?",2
2156,"posso parlare con un ginecologo??",2
2164,"dove posso trovare una ginecologa donna in provincia di caserta?",2
2166,"vorrei fare una visita dal ginecologo...ce ne sono?",2
2173,"Dog sitter, baby sitter? Provincia di Genova?",2
2183,"Dog Sitter Roma!!!!!?",2
2187,"come trovare un dog sitter affidabile?",2
2191,"Come fare a trovare un dog sitter?",2
2194,"Qualcuno di voi conosce qualche dog sitter?",2
2168,"c'è un Dog sitter bravo?",2
2169,"ciao a tutti cerco baby sitter o dog sitter a napoli centro o dintorni!?",2
2170,"Cerco babysitter, dog sitter a BOLOGNA!?",2
2179,"come posso trovare un  dog-sitter?",2
2181,"Cerco Dog Sitter?",2
2186,"mi potete aiutare dove trovare un dog sitter???? ",2
